testing_enrolled,location_id,assessment_centre,location_name,operated_by,city,address,address_fr,postal_code,province,latitude,longitude,phu,phone,website,monday,tuesday,wednesday,thursday,friday,appointments,phone_appointments,symptomatic,drive_through,accessible,additional_information,saturday,sunday,online_appointments,walk_ins,children_under_2,age_threshold,public_transit,additional_information_fr,location_name_fr,french_language_services,free_parking,weeks_pregnant,general_population,asl_interpretation,email,first_nations,community_lab,vaccine_enrolled,pharmacy
,2025,,Modern Pharmacy,,St. Catharines,551 Ontario Street,,L2N 4N4,ON,43.191124,-79.2622,Niagara Region Public Health Department,905-935-0550,,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,1.0,1.0,,,,,10:00-12:00,closed,,,,,,,,,,,,,,,,1.0,1.0
,2026,,Village Pharmacy,,Belleville,"216 Front Street, Unit B",,K8N 2Z2,ON,44.1640873,-77.3867263,"Hastings and Prince Edward Counties Health, Unit",613-969-1082,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-15:00,closed,,,,,,,,,,,,,,,,1.0,1.0
,2027,,Metro Pharmacy,,Sudbury,900 Lasalle Boulevard,,P3A 5W8,ON,46.522977,-80.960192,Sudbury and District Health Unit,,https://metro.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,https://metro.ca/covid19,,,,,,,,,,,,,,,1.0,1.0
,2028,,Queens Pharmacy,,Kitchener,552 Highland Road West,,N2M 5G3,ON,43.435513,-80.516732,"Region of Waterloo, Public Health",519-208-5225,www.queenspharmacy.ca,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,10:00-16:00,closed,www.queenspharmacy.ca,,,,,,,,,,,,,,,1.0,1.0
,2029,,Primary Care Pharmacy,,Barrie,370 Bayview Drive,,L4N 8Y2,ON,44.3481014,-79.680095,Simcoe Muskoka District Health Unit,705-735-4500,,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,1.0,1.0,,,,,closed,closed,,,,,,,,,,,,,,,,1.0,1.0
,2030,,North Brant Pharmacy,,Brantford,"525 Park Road North, Unit 5",,N3R 7K8,ON,43.182315,-80.24936,"Brant County Health, Unit",519-304-8855,https://north-brant-pharmacy.business.site/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,10:00-14:00,closed,https://north-brant-pharmacy.business.site/,,,,,,,,,,,,,,,1.0,1.0
,2031,,Port Health Pharmacy,,St. Catharines,101 Lakeport Road,,L2N 7L7,ON,43.196712,-79.260563,Niagara Region Public Health Department,,https://pharmasave.com/st-catharines-port-health,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-19:00,1.0,1.0,,,,,10:00-14:00,closed,https://pharmasave.com/st-catharines-port-health,,,,,,,,,,,,,,,1.0,1.0
,2032,,North End Farmacia,,Hamilton,3 Colbourne Street,,L8R 2G2,ON,43.263336,-79.86638,Hamilton Public Health Services,905-526-6464,https://www.guardian-ida-pharmacies.ca/en/ontario/hamilton/north-end-farmacia-7023763,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,09:00-13:00,closed,https://www.guardian-ida-pharmacies.ca/en/ontario/hamilton/north-end-farmacia-7023763,,,,,,,,,,,,,,,1.0,1.0
1.0,2033,,Little Avenue Pharmacy Pharmacy,,Barrie,"110 Little Avenue, Unit 11",,L4N 4K8,ON,44.3626618,-79.6830983,"Simcoe Muskoka District Health, Unit",705-503-0606,www.littleavenuepharmacy.com,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,1.0,1.0,1.0,,,,10:00-16:00,closed,www.littleavenuepharmacy.com,,,2y,,,,,,,,,,,,1.0,1.0
,2034,,Avonmore Pharmacy,,Avonmore,3287 Main Street,,K0C 1C0,ON,45.172162,-74.966993,Eastern Ontario Health Unit,613-346-8888,https://www.remedys.ca/en/ontario/avonmore/avonmore-remedysrx-7025322,09:00-17:00,09:00-17:00,09:00-17:00,09:00-19:00,09:00-17:00,1.0,1.0,,,,,09:00-13:00,closed,https://www.remedys.ca/en/ontario/avonmore/avonmore-remedysrx-7025322,,,,,,,,,,,,,,,1.0,1.0
,2035,,Bowmanville Compounding Pharmacy,,Bowmanville,"100 Mearns Avenue, Unit 11",,L1C 5M3,ON,43.9207888,-78.6745493,Durham Region Health Department,905-697-9696,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,10:00-16:00,closed,,,,,,,,,,,,,,,,1.0,1.0
,2036,,Barrhaven Medical Pharmacy,,Nepean,"2900 Woodroffe Avenue, Unit 10",,K2J 4G3,ON,45.2921515,-75.728748,Ottawa Public Health,613-440-7997,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-17:00,1.0,1.0,,,,,10:00-14:00,closed,,,,,,,,,,,,,,,,1.0,1.0
,2037,,Longfields Pharmacy,,Nepean,"613 Longfields Drive, Unit 106",,K2J 6J2,ON,45.2841457,-75.7451212,Ottawa Public Health,613-440-9199,www.longfieldspharmacy.ca,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-14:00,closed,www.longfieldspharmacy.ca,,,,,,,,,,,,,,,1.0,1.0
,2038,,Plattsville Guardian Pharmacy,,Plattsville,47 Albert Street West,,N0J 1S0,ON,43.303253,-80.623106,"Region of Waterloo, Public Health",,http://www.guardian-pharmacy.ca/,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,1.0,1.0,,,,,10:00-15:00,closed,http://www.guardian-pharmacy.ca/,,,,,,,,,,,,,,,1.0,1.0
,2039,,Health Treasure Pharmacy,,Nepean,"10 Green Street, Unit 104",,K2J 3Z6,ON,45.286457,-75.757344,Ottawa Public Health,613-440-9100,https://www.rxhealthmed.ca/locations/health-treasure/,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-12:00,1.0,1.0,,,,,09:00-14:00,closed,https://www.rxhealthmed.ca/locations/health-treasure/,,,,,,,,,,,,,,,1.0,1.0
1.0,2040,,Quinte IDA Pharmacy,,Belleville,144 North Front Street,,K8P 3B6,ON,44.1765992,-77.3931916,Hastings and Prince Edward Counties Health Unit,6137-790-990,https://quinteidapharmacy.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,1.0,,,,10:00-15:00,10:00-14:00,https://quinteidapharmacy.medmeapp.ca/schedule,,,0m,,,,,,,,,,,,1.0,1.0
,2041,,Owen Sound IDA Pharmacy,,Owen Sound,"810 10th Street West, Unit 6",,N4K 3S1,ON,44.566744,-80.959723,"Grey-Bruce Health, Unit",226-664-5025,https://owensoundida.medmeapp.ca/schedule//,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-14:00,09:00-14:00,https://owensoundida.medmeapp.ca/schedule/,,,,,,,,,,,,,,,1.0,1.0
1.0,2042,,Pharmacie St. Charles Pharmacy,,St. Charles,1 King Street East,,P0M 2W0,ON,46.3621489,-80.4161827,Sudbury and District Health Unit,705-867-0440,https://stcharlespharmacy.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-19:00,09:00-17:00,09:00-16:00,1.0,1.0,1.0,,,,closed,closed,https://stcharlespharmacy.medmeapp.ca/schedule,,,0m,,,,,,,,,,,,1.0,1.0
,2043,,Ajax Guardian Pharmacy,,Ajax,"603 Church Street North, Unit 6",,L1T 0B8,ON,43.8656743,-79.0594478,Durham Region Health Department,905-239-0661,https://www.guardian-ida-pharmacies.ca/,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,1.0,1.0,,,,,10:00-15:00,10:00-15:00,https://www.guardian-ida-pharmacies.ca/,,,,,,,,,,,,,,,1.0,1.0
,2044,,Prince Edward Pharmacy,,Etobicoke,324 Prince Edward Drive South,,M8Y 3Z5,ON,43.6480704,-79.5054847,Toronto Public Health,416-233-6788,https://princeedwardpharmacy.ca,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-17:30,1.0,1.0,,,,,09:00-12:00,closed,https://princeedwardpharmacy.ca,,,,,,,,,,,,,,,1.0,1.0
,2045,,Leeds Pharmacy,,Brockville,"163 Ormond Street, Unit J",,K6V 7E6,ON,44.6053902,-75.6965882,"Leeds, Grenville, and Lanark District Health, Unit",613-865-8885,https://leedspharmacy.ca/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,10:00-15:00,closed,https://leedspharmacy.ca/,,,,,,,,,,,,,,,,1.0
1.0,2046,,Odessa Pharmacy,,Odessa,115 Main Street,,K0H 2H0,ON,44.2768565,-76.7203988,"Kingston, Frontenac, and Lennox & Addington Health Unit",613-386-5252,odessapharmacy@gmail.com,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,1.0,1.0,1.0,,,,closed,closed,,,,6y,,,,,,,,,,,,1.0,1.0
,2047,,Everett Pharmacy,,Everett,"8069 Main Street, Unit 4",,L0M 1J0,ON,44.191481,-79.93654,"Simcoe Muskoka District Health, Unit",705-250-4800,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,1.0,1.0,,,,,10:00-18:00,closed,,,,,,,,,,,,,,,,1.0,1.0
,2048,,City Med Pharmacy,,Orillia,43 Colborne Street West,,L3V 2Y5,ON,44.606164,-79.420414,Simcoe Muskoka District Health Unit,705-327-3300,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,10:00-14:00,10:00-14:00,,,,,,,,,,,,,,,,1.0,1.0
1.0,2049,,Riverdale Pharmacy,,Kingston,"1218 Highway 15, Unit B1",,K7L 0C4,ON,44.2701663,-76.4537503,"Kingston, Frontenac, and Lennox & Addington Health, Unit",613-542-1000,https://www.facebook.com/Riverdalepharmacy/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,1.0,,,,10:00-15:00,11:00-15:00,https://www.facebook.com/Riverdalepharmacy/,,,5y,,,,,,,,,,,,1.0,1.0
,2050,,Hollands Family Pharmacy,,Holland Landing,"19466 Yonge Street, Unit 5",,L9N 1M6,ON,44.1028329,-79.4927539,York Region Public Health Services,905-235-6992,https://www.guardian-ida-pharmacies.ca/,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,1.0,1.0,,,,,09:30-16:00,closed,https://www.guardian-ida-pharmacies.ca/,,,,,,,,,,,,,,,1.0,1.0
,2051,,Glenroy Pharmacy,,London,"3 Glenroy Road, Unit 5",,N5Z 4H2,ON,42.9545748,-81.1944043,"Middlesex-London Health, Unit",519-601-3881,https://glenroypharmacy.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-13:00,closed,https://glenroypharmacy.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2052,,North Care Medical Pharmacy,,Sudbury,885 Prete Street,,P3E 3X9,ON,46.473,-81.0063,Sudbury and District Health Unit,705-419-2283,,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-16:00,1.0,1.0,,,,,09:00-13:00,09:00-13:00,,,,,,,,,,,,,,,,1.0,1.0
,2053,,Knight Hill Pharmacy,,London,"551 Knight's Hill Road, Unit 1",,N6J 3A1,ON,42.9556225,-81.2731116,"Middlesex-London Health, Unit",519-601-8070,https://knighthillpharmacy.wixsite.com/knighthillpharmacy,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,closed,closed,https://knighthillpharmacy.wixsite.com/knighthillpharmacy,,,,,,,,,,,,,,,1.0,1.0
,2054,,Dundas Quinte Pharmacy,,Trenton,"469 Dundas Street West, Unit B",,K8V 3S4,ON,44.0948019,-77.5976652,"Hastings and Prince Edward Counties Health, Unit",613-955-0139,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-15:00,closed,,,,,,,,,,,,,,,,1.0,1.0
1.0,2055,,Mallorytown Pharmacy & Health,,Mallorytown,1489 County Road 2,,K0E 1R0,ON,44.4765972,-75.8798648,"Leeds, Grenville, and Lanark District Health Unit",613-923-1133,https://www.mallorytownhealthcentre.com/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-14:00,09:00-14:00,https://www.mallorytownhealthcentre.com/,,,0m,,,,,,,,,,,,1.0,1.0
,2056,,Innisfil Drugstore,,Innisfil,"1081 Innisfil Beach Road, Unit 101",,L9S 0N2,ON,44.313199,-79.554093,"Simcoe Muskoka District Health, Unit",,https://innisfilpharmasave.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-17:00,closed,https://innisfilpharmasave.medmeapp.ca/schedule,,,,,,,,,,,,,,,,1.0
,2057,,Thorold Medical Pharmacy,,Thorold,60 Albert Street West,,L2V 2G7,ON,43.124895,-79.207226,Niagara Region Public Health Department,905-227-6881,thoroldmedicalpharmacy.ca,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,1.0,1.0,,,,,09:00-15:00,closed,thoroldmedicalpharmacy.ca,,,,,,,,,,,,,,,1.0,1.0
1.0,2058,,Fergus Pharmacy & Compounding,,Fergus,"500 Garafraxa Street East, Unit B",,N1M 1E7,ON,43.714231,-80.373238,"Wellington-Dufferin-Guelph Health, Unit",226-383-8000,www.ferguspharmacy.com,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,1.0,,,,10:00-16:00,11:00-14:00,www.ferguspharmacy.com,,,0m,,,,,,,,,,,,1.0,1.0
1.0,2059,,Health Centre Pharmacy,,Port Hope,"15 Henderson Street, Unit 5",,L1A 0C6,ON,43.9614865,-78.320105,"Haliburton, Kawartha, Pine Ridge District Health, Unit",,https://www.pharmachoice.com/locations/health-centre-pharmacy/,09:00-20:00,09:00-18:00,09:00-17:30,09:00-20:00,09:00-17:30,1.0,1.0,1.0,,,,10:00-14:00,closed,https://www.pharmachoice.com/locations/health-centre-pharmacy/,,,2y,,,,,,,,,,,,1.0,1.0
,2060,,Phillbrook Pharmacy,,London,"1599 Adelaide Street North, Unit 105",,N5X 4E8,ON,43.0377925,-81.2566236,"Middlesex-London Health, Unit",519-434-3555,https://phillbrook-pharmacy.business.site,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,1.0,1.0,,,,,10:00-14:00,closed,https://phillbrook-pharmacy.business.site,,,,,,,,,,,,,,,1.0,1.0
,2061,,River Road Pharmacy,,Wasaga Beach,"1256 Mosley Street, Unit 3",,L9Z 2E2,ON,44.4896279,-80.0517023,"Simcoe Muskoka District Health, Unit",,https://riverroadpharmasave.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,1.0,,,,closed,closed,https://riverroadpharmasave.medmeapp.ca/schedule,,,0m,,,,,,,,,,,,1.0,1.0
,2062,,Health Hub Pharmacy,,Innisfil,"7325 Yonge Street, Unit 1100",,L9S 2M6,ON,44.2987567,-79.6104501,"Simcoe Muskoka District Health, Unit",705-436-1028,https://healthhubyongepharmacy.medmeapp.ca/schedule,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,closed,closed,https://healthhubyongepharmacy.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2063,,Cambridge Medical Pharmacy,,Cambridge,1174 King Street East,,N3H 3P6,ON,43.3923142,-80.351879,"Region of Waterloo, Public Health",519-219-8500,www.cambridgemedicalpharmacy.ca,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,10:00-15:00,closed,www.cambridgemedicalpharmacy.ca,,,,,,,,,,,,,,,1.0,1.0
,2064,,Pharmacie Wendover,,Wendover,"3184 Avenue Du Quai, Unit 8",,K0A 3K0,ON,45.567977,-75.124646,"Eastern Ontario Health, Unit",613-518-0434,https://pharmaciewendover.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-13:00,closed,https://pharmaciewendover.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
1.0,2065,,Townline Pharmacy,,Cambridge,"940 Jamieson Parkway, Unit B3 & B4",,N3C 4N6,ON,43.423747,-80.2848316,"Region of Waterloo, Public Health",,http://www.townlinepharmacy.com/,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,1.0,1.0,1.0,,,,09:30-15:00,closed,http://www.townlinepharmacy.com/,,,0m,,,,,,,,,,,,1.0,1.0
1.0,2066,,Marshall Park Pharmacy,,North Bay,"524 Lakeshore Drive, Unit 104",,P1A 2E4,ON,46.273227,-79.4455807,"North Bay-Parry Sound District Health, Unit",705-478-8079,https://marshallpark.medmeapp.ca/schedule/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,1.0,,,,09:00-13:00,closed,https://marshallpark.medmeapp.ca/schedule/,,,0m,,,,,,,,,,,,1.0,1.0
,2067,,Prorenata Pharmacy,,Markham,13 Ivanhoe Drive,,L6C 0X7,ON,43.8807451,-79.3124955,York Region Public Health Services,289-469-0481,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,1.0,,,,09:00-17:00,10:00-15:00,,,,2y,,,,,,,,,,,,1.0,1.0
1.0,2068,,Cottam Pharmacy,,Cottam,125 County Road 34 West,,N0R 1B0,ON,42.1292094,-82.7477967,Windsor-Essex County Health Unit,519-839-8080,https://www.cottampharmacy.com/,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,1.0,1.0,1.0,,,,10:00-15:00,closed,https://www.cottampharmacy.com/,,,4y,,,,,,,,,,,,1.0,1.0
1.0,2069,,Shoppers Drug Mart,,London,1051 Wonderland Road South,,N6K 3X4,ON,42.939909,-81.282762,Middlesex-London Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,1.0,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
1.0,2070,,Shoppers Drug Mart,,Tilbury,20 Mill Street West,,N0P 2L0,ON,42.263762,-82.436999,Windsor-Essex County Health Unit,519-682-2272,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,1.0,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,2071,,Shoppers Drug Mart,,Stratford,"211 Ontario Street, Unit 1",,N5A 3H3,ON,43.370846,-80.977489,"Huron Perth Health, Unit",,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2072,,Wardrop Pharmasave,,Port Elgin,639 Goderich Street,,N0H 2C0,ON,44.436766,-81.388295,Grey-Bruce Health Unit,519-832-2015,https://portelginpharmasave.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-17:00,closed,https://portelginpharmasave.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2073,,Clark's Pharmasave,,Simcoe,454 Norfolk Street South,,N3Y 2X3,ON,42.822221,-80.2998098,Haldimand-Norfolk Health Unit,,https://www.wellnesspharmacy.net/,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-16:00,11:00-15:00,https://www.wellnesspharmacy.net/,,,,,,,,,,,,,,,1.0,1.0
,2074,,Merrett's Pharmacy,,Sault Ste. Marie,314 Wellington Street West,,P6A 1J1,ON,46.525852,-84.346698,Algoma Public Health Unit,705-945-8465,ssmpharmacy.com,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-15:00,closed,ssmpharmacy.com,,,,,,,,,,,,,,,1.0,1.0
,2075,,Dean's Pharmasave,,North Bay,1221 Algonquin Avenue,,P1B 4Y3,ON,46.32655,-79.466504,North Bay-Parry Sound District Health Unit,705-474-8630,https://pharmaconnect.ca/appointment/75d077e5-a3d5-4afa-9739-388595efe5b1,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-14:00,closed,https://pharmaconnect.ca/appointment/75d077e5-a3d5-4afa-9739-388595efe5b1,,,,,,,,,,,,,,,1.0,1.0
,2076,,Shoppers Drug Mart,,Blenheim,21 Chatham Street North,,N0P 1A0,ON,42.336143,-81.997205,Chatham-Kent Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2077,,Vankleek Hill Pharmacy,,Vankleek Hill,28 Main Street,,K0B 1R0,ON,45.5192595,-74.6514358,Eastern Ontario Health Unit,613-678-2201,www.pharmachoice.com,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-15:00,closed,www.pharmachoice.com,,,,,,,,,,,,,,,1.0,1.0
,2078,,Shoppers Drug Mart,,Stoney Creek,1 King Street East,,L8G 1J7,ON,43.917302,-78.58851,Hamilton Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,09:00-17:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2079,,Shoppers Drug Mart,,Guelph,375 Eramosa Road,,N1E 2N1,ON,43.560838,-80.248813,Wellington-Dufferin-Guelph Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2080,,Clark's Health Centre Pharmsave,,Simcoe,216 West Street,,N3Y 1S8,ON,42.834963,-80.310686,Haldimand-Norfolk Health Unit,,https://pharmasave.com/simcoe,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-13:00,closed,https://pharmasave.com/simcoe,,,,,,,,,,,,,,,1.0,1.0
,2081,,Medical Pharmacy,,Stratford,"342 Erie Street, Unit 109",,N5A 2N4,ON,43.3635899,-80.9899564,"Huron Perth Health, Unit",519-272-0888,https://www.stratfordmedicalpharmacy.com/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-13:00,closed,https://www.stratfordmedicalpharmacy.com/,,,,,,,,,,,,,,,1.0,1.0
,2082,,Woodroffe Pharmacy,,Ottawa,1637 Woodroffe Avenue,,K2G 1W2,ON,45.331276,-75.749993,Ottawa Public Health,613-224-8342,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,closed,closed,,,,,,,,,,,,,,,,1.0,1.0
,2083,,Quarry Medical Pharmacy,,Kingston,100 Princess Street,,K7L 1A7,ON,44.2313737,-76.4827233,"Kingston, Frontenac, and Lennox & Addington Health Unit",,quarrypharmacy.medmeapp.ca/schedule,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,1.0,1.0,,,,,08:30-17:00,12:00-16:00,quarrypharmacy.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2084,,Pitt Street Pharmacy,,Cornwall,1327 Pitt Street,,K6J 3T7,ON,45.035956,-74.741362,Eastern Ontario Health Unit,613-932-0096,,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,1.0,1.0,,,,,09:00-14:00,closed,,,,,,,,,,,,,,,,1.0,1.0
,2085,,Procare Pharmacy,,Barrie,125 Bell Farm Road,,L4M 6L2,ON,44.410596,-79.67515,Simcoe Muskoka District Health Unit,,https://procarepharmacy.medmeapp.ca/schedule/,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,1.0,1.0,,,,,09:00-15:00,09:00-15:00,https://procarepharmacy.medmeapp.ca/schedule/,,,,,,,,,,,,,,,1.0,1.0
,2086,,Pharmacie Alfred,,Alfred,542 St. Philippe Street,,K0B 1A0,ON,45.5568303,-74.8876918,"Eastern Ontario Health, Unit",613-679-1212,https://www.pharmachoice.com/locations/alfreds/,09:00-17:30,09:00-17:30,09:00-17:30,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-16:00,closed,https://www.pharmachoice.com/locations/alfreds/,,,,,,,,,,,,,,,1.0,1.0
,2087,,Shoppers Drug Mart,,London,"645 Commissioners Road East, Unit 106",,N6C 2T9,ON,42.957716,-81.232275,"Middlesex-London Health, Unit",,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2088,,Shoppers Drug Mart,,Rockland,2755 Laurier Street,,K4K 1A3,ON,45.540498,-75.300686,Eastern Ontario Health Unit,,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,1.0,1.0,,,,,09:00-22:00,09:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,2089,,Pharmacie Aubin Pharmacy,,Sturgeon Falls,"220 King Street, Unit A",,P2B 1R9,ON,46.366928,-79.929348,"North Bay-Parry Sound District Health, Unit",705-223-0494,https://aubinpharmasave.medmeapp.ca/schedule,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,,,,,closed,closed,https://aubinpharmasave.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,2090,,Life Care Pharmacy,,Guelph,"23 Victoria Road North, Unit C",,N1E 5G6,ON,43.55774,-80.230966,"Wellington-Dufferin-Guelph Health, Unit",519-823-5355,www.lifecarepharmacy.ca,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,10:00-16:00,closed,www.lifecarepharmacy.ca,,,,,,,,,,,,,,,1.0,1.0
,2091,,Coniston Pharmacy,,Coniston,24 Amanda Street,,P0M 1M0,ON,46.494269,-80.846176,Sudbury and District Health Unit,705-694-5346,https://conistonguardian.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-17:30,closed,https://conistonguardian.medmeapp.ca/schedule,,,,,,,,,,,,,,,,1.0
